"","date","demand","coal","nuclear","ccgt","wind","pumped","hydro","total_other"
"129",2022 Jan,34596.8950492832,759.015008960573,5501.01500896057,13913.9622535842,8166.24327956989,299.965277777778,474.205533154122,7694.99435984397
"130",2022 Feb,31904.7609126984,992.294890873016,5106.32651289683,7725.57452876984,11285.4469246032,260.576884920635,662.218998015873,9429.72409015166
"131",2022 Mar,30982.8958333333,890.424283154122,5679.82358870968,12310.7594086022,6219.39840949821,213.384408602151,480.689516129032,7893.86934397469
"132",2022 Apr,28615.6087962963,341.473263888889,5470.32800925926,12885.0837962963,5928.97569444444,184.789467592593,276.555555555556,5161.19785914514
"133",2022 May,28008.0750448029,9.65961021505376,5470.45609318996,13794.5376344086,6071.04984318996,225.178315412186,308.629816308244,3416.83499125963
"134",2022 Jun,27219.0435603822,121.715972222222,5745.93772163121,13010.5594538022,5067.08296148542,164.652465031521,270.299445921986,3496.36289321024
"135",2022 Jul,27604.9998770271,532.649857758729,4770.89971285435,13539.1156509261,4640.550377378,170.139249974935,261.751968349751,3925.92926210128
"136",2022 Aug,26734.7806791006,262.757686585319,4498.60579402001,14299.6150418245,3672.27206128651,170.449732011683,190.215557825159,4308.79961473101
"137",2022 Sep,28633.0194845724,746.537072977176,4560.09397669209,13694.9218766753,6192.10775993456,181.571377694293,147.116478476091,2661.35402125893
"138",2022 Oct,28677.3045562937,127.800824606262,4495.14300402501,11541.0415766892,9405.00332904606,223.064693034645,502.435530949875,3569.98570764481
"139",2022 Nov,32159.1361614332,226.401479468599,4447.15638586957,13117.3054951691,9639.39804750403,240.639598429952,625.995320048309,4033.70205187961
"140",2022 Dec,33440.1395289299,913.791479727873,5507.89276699075,12619.572684847,8595.67390147116,310.412241017571,405.672713882957,6423.01754858246
"141",2023 Jan,32869.1739126745,642.99246819159,5043.16417835526,9897.03329598385,10598.2762022687,339.502909430474,627.239164915201,8145.44738945
"142",2023 Feb,31171.1688129579,478.357827068765,3564.40351748946,11254.2423461955,8583.72780518093,241.113684926185,541.643730401543,9128.56471073261
"143",2023 Mar,30786.9619002179,170.493818547688,4134.26555668032,11341.4161239845,7958.05958022208,261.704169886769,316.592549486845,8054.50819276548
"144",2023 Apr,27052.9203703704,31.3123842592593,4248.95474537037,10486.466087963,5995.52615740741,165.342708333333,295.303935185185,7881.993924611
"145",2023 May,24489.7611889678,0,4226.16910027696,9477.24695074191,4409.27226984485,115.667759324009,137.578504492819,8070.32750523345
"146",2023 Jun,24114.1361330409,92.6762487816764,4642.12879385965,10274.9631164717,4224.66392178363,71.5434588206628,97.2612122319688,6161.20160569743
"147",2023 Jul,24166.745424938,117.920808582099,4189.3725452415,8392.75493536481,6258.04240528736,97.5784105007895,223.050357796326,6477.74053215731
"148",2023 Aug,24499.0587959963,137.08228233924,4112.60087387534,9842.28186538307,5130.34458889524,82.8524637270457,287.025000029475,5448.64179103037
"149",2023 Sep,26282.0960297864,427.401677607424,5149.51871615874,9758.34597956983,5723.36000549367,121.066547790583,336.744626788509,4780.10061023269
"150",2023 Oct,26848.9820544039,232.429563492063,4229.18432955933,7686.95992722555,9003.38609133922,212.995638042513,665.652423964924,4275.17500568318
